DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,culture_type
ACH-000966,IGROV1,IGROV1,IGROV1_OVARY,,905968.0,Female,NCI/DCTD,CVCL_1304,1215.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mixed",47.0,SIDM00151,,ovary,ovary_adenocarcinoma,mixed_endometrioid_clear_cell,,
ACH-000968,COLO 792,COLO792,COLO792_SKIN,,906814.0,Male,ECACC,CVCL_1134,1467.0,central_nervous_system,Metastasis,Skin Cancer,Melanoma,62.0,SIDM00140,,skin,melanoma,,,Adherent
ACH-000969,KM12,KM12,KM12_LARGE_INTESTINE,,905989.0,Unknown,JCRB,CVCL_1331,1990.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00150,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000970,SNU-C5,SNUC5,SNUC5_LARGE_INTESTINE,,1674021.0,Female,KCLB,CVCL_5112,152.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,77.0,SIDM00498,,colorectal,colorectal_adenocarcinoma,,,
ACH-000971,HCT 116,HCT116,HCT116_LARGE_INTESTINE,,905936.0,Male,ATCC,CVCL_0291,1920.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00783,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000973,639-V,639V,639V_URINARY_TRACT,,906798.0,Male,ATCC,CVCL_1048,1483.0,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,69.0,SIDM00999,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Adherent
ACH-000974,SNG-M,SNGM,SNGM_ENDOMETRIUM,,909735.0,Female,HSRRB,CVCL_1707,2058.0,lymph_node,Metastasis,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,52.0,SIDM00373,,uterus,endometrial_adenocarcinoma,,,
ACH-000976,HuCCT1,HUCCT1,HUCCT1_BILIARY_TRACT,,907069.0,Male,HSRRB,CVCL_0324,1213.0,ascites,Metastasis,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00587,,bile_duct,cholangiocarcinoma,intrahepatic,,
ACH-000977,LNCaP clone FGC,LNCAPCLONEFGC,LNCAPCLONEFGC_PROSTATE,"LNCAPCLONEFGC, LN-Cap-cloneFGC, LNCaP clone FGC",907788.0,Male,ATCC,CVCL_1379,2080.0,lymph_node,Metastasis,Prostate Cancer,Adenocarcinoma,50.0,SIDM00683,,prostate,prostate_adenocarcinoma,,,Mixed adherent and suspension
ACH-000978,EN,EN,EN_ENDOMETRIUM,,1240127.0,Female,DSMZ,CVCL_2034,1919.0,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,50.0,SIDM01045,,uterus,endometrial_adenocarcinoma,,,Adherent
ACH-000979,DU 145,DU145,DU145_PROSTATE,,905935.0,Male,ATCC,CVCL_0105,872.0,central_nervous_system,Metastasis,Prostate Cancer,Adenocarcinoma,69.0,SIDM00120,,prostate,prostate_adenocarcinoma,,,Adherent
ACH-000980,NCI-H1155,NCIH1155,NCIH1155_LUNG,,908467.0,Male,ATCC,CVCL_1456,801.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",36.0,SIDM00651,,lung,NSCLC,NSCLC_large_cell,,Suspension
ACH-000981,DND-41,DND41,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1297446.0,Male,DSMZ,CVCL_2022,1035.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",13.0,SIDM00946,,blood,ALL,t_cell,,
ACH-000983,KCL-22,KCL22,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330931.0,Female,DSMZ,CVCL_2091,1513.0,pleural_effusion,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",32.0,SIDM01004,,blood,CML,blast_crisis,,
ACH-000985,LS411N,LS411N,LS411N_LARGE_INTESTINE,,907794.0,Male,ATCC,CVCL_1385,724.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,32.0,SIDM00660,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000986,HT115,HT115,HT115_LARGE_INTESTINE,,907289.0,Unknown,ECACC,CVCL_2520,2099.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00534,,colorectal,colorectal_adenocarcinoma,,,Adherent
ACH-000987,MeWo,MEWO,MEWO_SKIN,,908128.0,Male,ATCC,CVCL_0445,102.0,lymph_node,Metastasis,Skin Cancer,Melanoma,78.0,SIDM00545,,skin,melanoma,,,Adherent
ACH-000988,MFE-319,MFE319,MFE319_ENDOMETRIUM,,1240174.0,Female,DSMZ,CVCL_2112,1816.0,endometrium,,Endometrial/Uterine Cancer,,81.0,SIDM00333,,uterus,endometrial_adenocarcinoma,,,Adherent
ACH-000989,SNU-175,SNU175,SNU175_LARGE_INTESTINE,,1659928.0,Female,KCLB,CVCL_5031,154.0,abdomen,Metastasis,Colon/Colorectal Cancer,"Adenocarcinoma, mucinous",56.0,SIDM00216,,colorectal,colorectal_adenocarcinoma,mucinous,MSI,
ACH-000991,SNU-81,SNU81,SNU81_LARGE_INTESTINE,,1660036.0,Male,KCLB,CVCL_5098,697.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,53.0,SIDM00193,,colorectal,colorectal_adenocarcinoma,,,
ACH-000995,JURKAT,JURKAT,JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,998184.0,Male,DSMZ,CVCL_0065,1210.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",,SIDM01016,,blood,ALL,t_cell,,Suspension
ACH-000997,HCT-15,HCT15,HCT15_LARGE_INTESTINE,,905937.0,Male,ATCC,CVCL_0292,1553.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,SIDM00789,,colorectal,colorectal_adenocarcinoma,,MSI,Adherent
ACH-000998,CW-2,CW2,CW2_LARGE_INTESTINE,,910554.0,Female,RIKEN,CVCL_1151,1833.0,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,55.0,SIDM00282,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-000999,SNU-1040,SNU1040,SNU1040_LARGE_INTESTINE,,1659823.0,Male,KCLB,CVCL_5003,2191.0,Colon,,Colon/Colorectal Cancer,Adenocarcinoma,34.0,SIDM00217,,colorectal,colorectal_adenocarcinoma,,MSI,
ACH-001075,NCI-H292,NCIH292,NCIH292_LUNG,H292,753604.0,Female,ATCC,CVCL_0455,935.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",32.0,SIDM00493,,lung,NSCLC,NSCLC_mucoepidermoid,,Adherent
ACH-001086,,HELA,HELA_CERVIX,HeLa,1298134.0,Female,ATCC,CVCL_0030,1799.0,cervix,,Cervical Cancer,Carcinoma,,SIDM00846,,cervix,cervical_carcinoma,,,not found
ACH-001106,KOPN-8,KOPN8,KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330933.0,Female,DSMZ,CVCL_1866,1206.0,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",0.25,SIDM01034,,blood,ALL,b_cell,,
ACH-001193,SK-PN-DW,SKPNDW,SKPNDW_BONE,,909731.0,Male,Academic lab,CVCL_1703,946.0,Embryonal,,Bone Cancer,Ewings Sarcoma,,SIDM01097,,bone,Ewing_sarcoma,,EWS_FLI,not found
ACH-001306,8305C,8305C,8305C_THYROID,,906795.0,Female,DSMZ,CVCL_1053,433.0,thyroid,Primary,Thyroid Cancer,Carcinoma,67.0,SIDM00997,,thyroid,thyroid_carcinoma,,,Adherent
ACH-001307,8505C,8505C,8505C_THYROID,,924102.0,Female,HSRRB,CVCL_1054,868.0,thyroid,Primary,Thyroid Cancer,Carcinoma,78.0,SIDM00996,,thyroid,thyroid_carcinoma,,,
